investor,investor,pagerank
1586,1586,1.3970602189617621e-08
1587,1587,1.3970602189617621e-08
1588,1588,1.3970602189617621e-08
1589,1589,1.3970602189617621e-08
1590,1590,1.3970602189617621e-08
1591,1591,2.85594289311191e-08
1592,1592,1.3970602189617621e-08
1593,1593,1.3970602189617621e-08
1594,1594,1.3970602189617621e-08
1595,1595,1.3970602189617621e-08
1596,1596,1.3970602189617621e-08
1597,1597,1.3970602189617621e-08
1598,1598,1.3970602189617621e-08
1599,1599,1.3970602189617621e-08
1600,1600,2.8559428931119147e-08
1601,1601,1.3970602189617621e-08
1602,1602,1.3970602189617621e-08
1603,1603,1.3970602189617621e-08
1604,1604,1.3970602189617621e-08
1605,1605,1.3970602189617621e-08
1606,1606,1.3970602189617621e-08
1607,1607,1.3970602189617621e-08
1608,1608,1.3970602189617621e-08
1609,1609,1.3970602189617621e-08
1610,1610,1.3970602189617621e-08
1611,1611,1.3970602189617621e-08
1612,1612,1.3970602189617621e-08
1613,1613,1.3970602189617621e-08
1614,1614,1.3970602189617621e-08
1615,1615,1.3118121929649056e-05
1616,1616,1.3970602189617621e-08
1617,1617,1.3970602189617621e-08
1618,1618,1.3970602189617621e-08
1619,1619,1.3970602189617621e-08
1620,1620,5.400654132205147e-08
1621,1621,1.3970602189617621e-08
1622,1622,1.3970602189617621e-08
1623,1623,1.3970602189617621e-08
1624,1624,2.8559428931119045e-08
1625,1625,1.3970602189617621e-08
1626,1626,1.3970602189617621e-08
1627,1627,1.3970602189617621e-08
1628,1628,1.3970602189617621e-08
1629,1629,1.3970602189617621e-08
1630,1630,1.3970602189617621e-08
1631,1631,1.3970602189617621e-08
1632,1632,1.3970602189617621e-08
1633,1633,1.3970602189617621e-08
1634,1634,1.3970602189617621e-08
1635,1635,1.3970602189617621e-08
1636,1636,1.3970602189617621e-08
1637,1637,1.3970602189617621e-08
1638,1638,1.3970602189617621e-08
1639,1639,1.3970602189617621e-08
1640,1640,1.3970602189617621e-08
1641,1641,1.3970602189617621e-08
1642,1642,1.3970602189617621e-08
1643,1643,2.855942893111925e-08
1644,1644,1.3970602189617621e-08
1645,1645,1.3970602189617621e-08
1646,1646,1.3970602189617621e-08
1647,1647,1.3970602189617621e-08
1648,1648,1.3970602189617621e-08
1649,1649,1.3970602189617621e-08
1650,1650,1.3970602189617621e-08
1651,1651,1.3970602189617621e-08
1652,1652,1.3970602189617621e-08
1653,1653,1.3970602189617621e-08
1654,1654,1.3970602189617621e-08
1655,1655,1.3970602189617621e-08
1656,1656,9.830183513144809e-06
1657,1657,1.3970602189617621e-08
1658,1658,1.3970602189617621e-08
1659,1659,1.3970602189617621e-08
1660,1660,1.3970602189617621e-08
1661,1661,1.3970602189617621e-08
1662,1662,1.3970602189617621e-08
1663,1663,2.8559428931119147e-08
1664,1664,1.3970602189617621e-08
1665,1665,1.3970602189617621e-08
1666,1666,1.3970602189617621e-08
1667,1667,1.3970602189617621e-08
1668,1668,1.3970602189617621e-08
1669,1669,4.804866576032476e-06
1670,1670,1.7939079439407802e-08
1671,1671,1.3970602189617621e-08
1672,1672,1.3970602189617621e-08
1673,1673,1.3970602189617621e-08
1674,1674,1.3970602189617621e-08
1675,1675,2.1265015560368808e-08
1676,1676,1.3970602189617621e-08
1677,1677,1.3970602189617621e-08
1678,1678,1.3970602189617621e-08
1679,1679,1.3970602189617621e-08
1680,1680,1.3970602189617621e-08
1681,1681,1.3970602189617621e-08
1682,1682,1.3970602189617621e-08
1683,1683,1.3970602189617621e-08
1684,1684,1.3970602189617621e-08
1685,1685,1.3970602189617621e-08
1686,1686,1.3970602189617621e-08
1687,1687,1.3970602189617621e-08
1688,1688,1.3970602189617621e-08
1689,1689,1.6402073313201652e-08
1690,1690,7.304143814692042e-08
1691,1691,1.3970602189617621e-08
1692,1692,1.3970602189617621e-08
1693,1693,1.3970602189617621e-08
1694,1694,1.3970602189617621e-08
1695,1695,1.3970602189617621e-08
1696,1696,1.3970602189617621e-08
1697,1697,1.3970602189617621e-08
1698,1698,1.3970602189617621e-08
1699,1699,1.3970602189617621e-08
1700,1700,1.7901797997192994e-05
1701,1701,1.144282717700344e-06
1702,1702,1.3970602189617621e-08
1703,1703,1.3970602189617621e-08
1704,1704,1.3970602189617621e-08
1705,1705,1.3970602189617621e-08
1706,1706,1.3970602189617621e-08
1707,1707,1.3970602189617621e-08
1708,1708,1.790179799719299e-05
1709,1709,1.3970602189617621e-08
1710,1710,1.3970602189617621e-08
1711,1711,1.3970602189617621e-08
1712,1712,1.3970602189617621e-08
1713,1713,1.3970602189617621e-08
1714,1714,1.3970602189617621e-08
1715,1715,1.3970602189617621e-08
1716,1716,1.3970602189617621e-08
1717,1717,1.3970602189617621e-08
1718,1718,1.3970602189617621e-08
1719,1719,1.3970602189617621e-08
1720,1720,1.3970602189617621e-08
1721,1721,1.3970602189617621e-08
1722,1722,1.3970602189617621e-08
1723,1723,1.3970602189617621e-08
1724,1724,1.3970602189617621e-08
1725,1725,1.3970602189617621e-08
1726,1726,1.3970602189617621e-08
1727,1727,1.3970602189617621e-08
1728,1728,1.3970602189617621e-08
1729,1729,1.3970602189617621e-08
1730,1730,1.3970602189617621e-08
1731,1731,9.265267670002946e-07
1732,1732,1.3970602189617621e-08
1733,1733,1.3970602189617621e-08
1734,1734,1.3970602189617621e-08
1735,1735,1.3970602189617621e-08
1736,1736,1.3970602189617621e-08
1737,1737,1.3970602189617621e-08
1738,1738,1.3970602189617621e-08
1739,1739,1.3970602189617621e-08
1740,1740,1.3970602189617621e-08
1741,1741,1.3970602189617621e-08
1742,1742,1.3970602189617621e-08
1743,1743,1.3274674813334255e-07
1744,1744,2.85594289311191e-08
1745,1745,1.3970602189617621e-08
1746,1746,1.3970602189617621e-08
1747,1747,1.3970602189617621e-08
1748,1748,1.3970602189617621e-08
1749,1749,1.3970602189617621e-08
1750,1750,1.3970602189617621e-08
1751,1751,1.3970602189617621e-08
1752,1752,3.1558835480150854e-06
1753,1753,1.3970602189617621e-08
1754,1754,1.3970602189617621e-08
1755,1755,1.3970602189617621e-08
1756,1756,1.3970602189617621e-08
1757,1757,1.3970602189617621e-08
1758,1758,1.3970602189617621e-08
1759,1759,1.3970602189617621e-08
1760,1760,1.3970602189617621e-08
1761,1761,1.3970602189617621e-08
1762,1762,1.3970602189617621e-08
1763,1763,1.3970602189617621e-08
1764,1764,4.314825567261387e-08
1765,1765,1.862380593955415e-07
1766,1766,1.3970602189617621e-08
1767,1767,1.3970602189617621e-08
1768,1768,1.3970602189617621e-08
1769,1769,1.905633067034441e-06
1770,1770,1.3970602189617621e-08
1771,1771,1.1079884698595136e-06
1772,1772,1.3970602189617621e-08
1773,1773,1.3970602189617621e-08
1774,1774,1.3970602189617621e-08
1775,1775,1.3970602189617621e-08
1776,1776,1.3970602189617621e-08
1777,1777,1.3970602189617621e-08
1778,1778,1.3970602189617621e-08
1779,1779,1.7901797997192963e-05
1780,1780,1.3970602189617621e-08
1781,1781,1.3970602189617621e-08
1782,1782,1.3970602189617621e-08
1783,1783,1.3970602189617621e-08
1784,1784,1.3970602189617621e-08
1785,1785,1.3970602189617621e-08
1786,1786,1.3970602189617621e-08
1787,1787,1.7901797997192936e-05
1788,1788,1.3970602189617621e-08
1789,1789,1.3970602189617621e-08
1790,1790,1.3970602189617621e-08
1791,1791,1.3970602189617621e-08
1792,1792,1.3970602189617621e-08
1793,1793,1.3970602189617621e-08
1794,1794,1.3970602189617621e-08
1795,1795,1.3970602189617621e-08
1796,1796,1.3970602189617621e-08
1797,1797,1.3970602189617621e-08
1798,1798,1.3970602189617621e-08
1799,1799,1.3970602189617621e-08
1800,1800,1.3970602189617621e-08
1801,1801,1.3970602189617621e-08
1802,1802,2.1265015560368457e-08
1803,1803,1.3970602189617621e-08
1804,1804,1.3970602189617621e-08
1805,1805,1.3970602189617621e-08
1806,1806,1.3970602189617621e-08
1807,1807,1.3970602189617621e-08
1808,1808,1.3970602189617621e-08
1809,1809,1.3970602189617621e-08
1810,1810,4.840802144594303e-07
1811,1811,1.3970602189617621e-08
1812,1812,1.3970602189617621e-08
1813,1813,1.3970602189617621e-08
1814,1814,1.3970602189617621e-08
1815,1815,1.3970602189617621e-08
1816,1816,1.3970602189617621e-08
1817,1817,1.3970602189617621e-08
1818,1818,1.3970602189617621e-08
1819,1819,1.3970602189617621e-08
1820,1820,1.3970602189617621e-08
1821,1821,1.3970602189617621e-08
1822,1822,1.3970602189617621e-08
1823,1823,1.3970602189617621e-08
1824,1824,1.3970602189617621e-08
1825,1825,1.3970602189617621e-08
1826,1826,1.3970602189617621e-08
1827,1827,1.3970602189617621e-08
1828,1828,1.3970602189617621e-08
1829,1829,1.3970602189617621e-08
1830,1830,1.3970602189617621e-08
1831,1831,1.3970602189617621e-08
1832,1832,4.4525142981421475e-07
1833,1833,1.3970602189617621e-08
1834,1834,1.3970602189617621e-08
1835,1835,1.3970602189617621e-08
1836,1836,1.3970602189617621e-08
1837,1837,1.3970602189617621e-08
1838,1838,1.3970602189617621e-08
1839,1839,2.8559428931119118e-08
1840,1840,5.845261140541213e-08
1841,1841,1.3970602189617621e-08
1842,1842,1.3970602189617621e-08
1843,1843,1.3970602189617621e-08
1844,1844,1.3970602189617621e-08
1845,1845,1.3970602189617621e-08
1846,1846,1.3154522070328053e-06
1847,1847,1.3970602189617621e-08
1848,1848,1.3970602189617621e-08
1849,1849,1.3970602189617621e-08
1850,1850,1.3970602189617621e-08
1851,1851,1.3970602189617621e-08
1852,1852,1.3970602189617621e-08
1853,1853,1.3970602189617621e-08
1854,1854,1.3970602189617621e-08
1855,1855,2.855942893111907e-08
1856,1856,1.3970602189617621e-08
1857,1857,1.3970602189617621e-08
1858,1858,1.3970602189617621e-08
1859,1859,1.3970602189617621e-08
1860,1860,1.6081878556583125e-06
1861,1861,1.3970602189617621e-08
1862,1862,1.3970602189617621e-08
1863,1863,1.3970602189617621e-08
1864,1864,1.3970602189617621e-08
1865,1865,1.3970602189617621e-08
1866,1866,1.3970602189617621e-08
1867,1867,1.3970602189617621e-08
1868,1868,1.3970602189617621e-08
1869,1869,1.3970602189617621e-08
1870,1870,1.3970602189617621e-08
1871,1871,1.3970602189617621e-08
1872,1872,1.3970602189617621e-08
1873,1873,1.3970602189617621e-08
1874,1874,1.3970602189617621e-08
1875,1875,1.3970602189617621e-08
1876,1876,1.3970602189617621e-08
1877,1877,2.8389136159442528e-08
1878,1878,1.3970602189617621e-08
1879,1879,1.3970602189617621e-08
1880,1880,1.3970602189617621e-08
1881,1881,1.3970602189617621e-08
1882,1882,1.3970602189617621e-08
1883,1883,1.3970602189617621e-08
1884,1884,1.3970602189617621e-08
1885,1885,1.3970602189617621e-08
1886,1886,1.3970602189617621e-08
1887,1887,1.3970602189617621e-08
1888,1888,1.3970602189617621e-08
1889,1889,1.3970602189617621e-08
1890,1890,1.3970602189617621e-08
1891,1891,1.3970602189617621e-08
1892,1892,1.3970602189617621e-08
1893,1893,1.3970602189617621e-08
1894,1894,1.3970602189617621e-08
1895,1895,1.3970602189617621e-08
1896,1896,1.304752780751261e-06
1897,1897,1.3970602189617621e-08
1898,1898,1.3970602189617621e-08
1899,1899,1.4698617352419479e-06
1900,1900,1.3970602189617621e-08
1901,1901,1.3970602189617621e-08
1902,1902,1.3970602189617621e-08
1903,1903,1.3970602189617621e-08
1904,1904,1.3970602189617621e-08
1905,1905,1.3970602189617621e-08
1906,1906,1.3970602189617621e-08
1907,1907,1.3970602189617621e-08
1908,1908,1.3970602189617621e-08
1909,1909,1.3970602189617621e-08
1910,1910,1.3970602189617621e-08
1911,1911,1.3970602189617621e-08
1912,1912,1.3970602189617621e-08
1913,1913,1.3970602189617621e-08
1914,1914,1.3970602189617621e-08
1915,1915,1.3970602189617621e-08
1916,1916,1.3970602189617621e-08
1917,1917,1.3970602189617621e-08
1918,1918,1.3970602189617621e-08
1919,1919,1.3970602189617621e-08
1920,1920,1.3970602189617621e-08
1921,1921,1.3970602189617621e-08
1922,1922,1.3970602189617621e-08
1923,1923,1.3970602189617621e-08
1924,1924,1.3970602189617621e-08
1925,1925,1.3970602189617621e-08
1926,1926,1.3970602189617621e-08
1927,1927,1.3970602189617621e-08
1928,1928,1.3970602189617621e-08
1929,1929,1.3970602189617621e-08
1930,1930,1.3970602189617621e-08
1931,1931,1.3970602189617621e-08
1932,1932,1.3970602189617621e-08
1933,1933,1.7901797997191513e-05
1934,1934,1.3970602189617621e-08
1935,1935,1.3970602189617621e-08
1936,1936,1.3970602189617621e-08
1937,1937,1.3970602189617621e-08
1938,1938,1.3970602189617621e-08
1939,1939,1.3970602189617621e-08
1940,1940,1.3970602189617621e-08
1941,1941,1.3970602189617621e-08
1942,1942,1.3970602189617621e-08
1943,1943,1.3970602189617621e-08
1944,1944,1.3970602189617621e-08
1945,1945,1.3970602189617621e-08
1946,1946,1.3970602189617621e-08
1947,1947,2.85594289311182e-08
1948,1948,6.273696916385175e-06
1949,1949,1.3970602189617621e-08
1950,1950,1.3970602189617621e-08
1951,1951,1.3970602189617621e-08
1952,1952,1.3970602189617621e-08
1953,1953,4.505951678004055e-06
1954,1954,1.3970602189617621e-08
1955,1955,1.3970602189617621e-08
1956,1956,1.3970602189617621e-08
1957,1957,2.8559428931119068e-08
1958,1958,1.3970602189617621e-08
1959,1959,1.3970602189617621e-08
1960,1960,1.3970602189617621e-08
1961,1961,1.3970602189617621e-08
1962,1962,1.3970602189617621e-08
1963,1963,1.3970602189617621e-08
1964,1964,1.3970602189617621e-08
1965,1965,1.3970602189617621e-08
1966,1966,1.3970602189617621e-08
1967,1967,1.7939079439407802e-08
1968,1968,1.3970602189617621e-08
1969,1969,1.3970602189617621e-08
1970,1970,1.3970602189617621e-08
1971,1971,1.3970602189617621e-08
1972,1972,1.3970602189617621e-08
1973,1973,1.3970602189617621e-08
1974,1974,1.3970602189617621e-08
1975,1975,1.3970602189617621e-08
1976,1976,1.3970602189617621e-08
1977,1977,1.3970602189617621e-08
1978,1978,1.3970602189617621e-08
1979,1979,1.3970602189617621e-08
1980,1980,1.3970602189617621e-08
1981,1981,1.3970602189617621e-08
1982,1982,1.3970602189617621e-08
1983,1983,1.3970602189617621e-08
1984,1984,1.3970602189617621e-08
1985,1985,1.3970602189617621e-08
1986,1986,1.3970602189617621e-08
1987,1987,1.3970602189617621e-08
1988,1988,1.3970602189617621e-08
1989,1989,1.3970602189617621e-08
1990,1990,1.3970602189617621e-08
1991,1991,1.3970602189617621e-08
1992,1992,1.3970602189617621e-08
1993,1993,1.3970602189617621e-08
1994,1994,1.3970602189617621e-08
1995,1995,1.3970602189617621e-08
1996,1996,1.3970602189617621e-08
1997,1997,1.3970602189617621e-08
1998,1998,1.3970602189617621e-08
1999,1999,1.3970602189617621e-08
2000,2000,1.3970602189617621e-08
2001,2001,1.3970602189617621e-08
2002,2002,1.3970602189617621e-08
2003,2003,1.3970602189617621e-08
2004,2004,1.3970602189617621e-08
2005,2005,1.3970602189617621e-08
2006,2006,1.3970602189617621e-08
2007,2007,1.3970602189617621e-08
2008,2008,1.3970602189617621e-08
2009,2009,1.3970602189617621e-08
2010,2010,1.3970602189617621e-08
2011,2011,1.3970602189617621e-08
2012,2012,1.3970602189617621e-08
2013,2013,6.52147241876038e-08
2014,2014,1.3970602189617621e-08
2015,2015,1.3970602189617621e-08
2016,2016,1.3970602189617621e-08
2017,2017,3.845081278691277e-08
2018,2018,1.3970602189617621e-08
2019,2019,1.3970602189617621e-08
2020,2020,1.3970602189617621e-08
2021,2021,1.3970602189617621e-08
2022,2022,1.3970602189617621e-08
2023,2023,1.3970602189617621e-08
2024,2024,1.3970602189617621e-08
2025,2025,1.3970602189617621e-08
2026,2026,1.3970602189617621e-08
2027,2027,1.3970602189617621e-08
2028,2028,5.064068753337544e-07
2029,2029,1.3970602189617621e-08
2030,2030,1.3970602189617621e-08
2031,2031,1.3970602189617621e-08
2032,2032,1.3970602189617621e-08
2033,2033,1.3970602189617621e-08
2034,2034,1.3970602189617621e-08
2035,2035,1.3970602189617621e-08
2036,2036,1.3970602189617621e-08
2037,2037,1.3970602189617621e-08
2038,2038,1.3970602189617621e-08
2039,2039,1.3970602189617621e-08
2040,2040,2.8559428931119167e-08
2041,2041,1.3970602189617621e-08
2042,2042,1.3970602189617621e-08
2043,2043,1.3970602189617621e-08
2044,2044,1.3970602189617621e-08
2045,2045,7.946542747569186e-06
2046,2046,1.3970602189617621e-08
2047,2047,1.3970602189617621e-08
2048,2048,1.3970602189617621e-08
2049,2049,1.3970602189617621e-08
2050,2050,1.3970602189617621e-08
2051,2051,1.3970602189617621e-08
2052,2052,1.3970602189617621e-08
2053,2053,1.3970602189617621e-08
2054,2054,1.3970602189617621e-08
2055,2055,1.3970602189617621e-08
2056,2056,1.3970602189617621e-08
2057,2057,1.3970602189617621e-08
2058,2058,1.3970602189617621e-08
2059,2059,1.3970602189617621e-08
2060,2060,1.3970602189617621e-08
2061,2061,1.3970602189617621e-08
2062,2062,1.3970602189617621e-08
2063,2063,1.3970602189617621e-08
2064,2064,1.3970602189617621e-08
2065,2065,1.3970602189617621e-08
2066,2066,1.3970602189617621e-08
2067,2067,6.102826899933228e-07
2068,2068,1.3970602189617621e-08
2069,2069,1.3970602189617621e-08
2070,2070,6.60594350705779e-06
2071,2071,1.3970602189617621e-08
2072,2072,1.3970602189617621e-08
2073,2073,1.3970602189617621e-08
2074,2074,1.3970602189617621e-08
2075,2075,1.3970602189617621e-08
2076,2076,1.1043412631741386e-06
2077,2077,1.3970602189617621e-08
2078,2078,1.468523632593581e-06
2079,2079,2.8559428931118363e-08
2080,2080,6.506458276602609e-06
2081,2081,1.3970602189617621e-08
2082,2082,3.562546737201378e-06
2083,2083,1.3970602189617621e-08
2084,2084,1.3970602189617621e-08
2085,2085,1.3970602189617621e-08
2086,2086,1.3970602189617621e-08
2087,2087,1.3970602189617621e-08
2088,2088,1.3970602189617621e-08
2089,2089,1.3970602189617621e-08
2090,2090,1.3970602189617621e-08
2091,2091,1.3970602189617621e-08
2092,2092,1.3970602189617621e-08
2093,2093,1.3970602189617621e-08
2094,2094,1.3970602189617621e-08
2095,2095,1.3970602189617621e-08
2096,2096,1.3970602189617621e-08
2097,2097,1.3970602189617621e-08
2098,2098,1.3970602189617621e-08
2099,2099,1.3970602189617621e-08
2100,2100,1.3970602189617621e-08
2101,2101,1.3970602189617621e-08
2102,2102,1.3970602189617621e-08
2103,2103,1.3970602189617621e-08
2104,2104,1.3970602189617621e-08
2105,2105,1.3970602189617621e-08
2106,2106,1.3970602189617621e-08
2107,2107,1.3970602189617621e-08
2108,2108,1.3970602189617621e-08
2109,2109,1.3970602189617621e-08
2110,2110,2.615176356331252e-07
2111,2111,1.3970602189617621e-08
2112,2112,1.3970602189617621e-08
2113,2113,1.3970602189617621e-08
2114,2114,1.3970602189617621e-08
2115,2115,1.3970602189617621e-08
2116,2116,1.3970602189617621e-08
2117,2117,1.3970602189617621e-08
2118,2118,1.8186188164533734e-05
2119,2119,1.3970602189617621e-08
2120,2120,1.3970602189617621e-08
2121,2121,1.3970602189617621e-08
2122,2122,1.3970602189617621e-08
2123,2123,1.3970602189617621e-08
2124,2124,1.3970602189617621e-08
2125,2125,4.5448797279997845e-06
2126,2126,1.3970602189617621e-08
2127,2127,7.32063049657978e-08
2128,2128,1.3970602189617621e-08
2129,2129,1.3970602189617621e-08
2130,2130,1.3970602189617621e-08
2131,2131,1.3970602189617621e-08
2132,2132,1.3970602189617621e-08
2133,2133,1.3970602189617621e-08
2134,2134,1.3970602189617621e-08
2135,2135,1.3970602189617621e-08
2136,2136,1.3970602189617621e-08
2137,2137,1.3970602189617621e-08
2138,2138,1.3970602189617621e-08
2139,2139,1.3970602189617621e-08
2140,2140,1.3970602189617621e-08
2141,2141,1.3970602189617621e-08
2142,2142,1.6402073313201652e-08
2143,2143,1.3970602189617621e-08
2144,2144,1.3970602189617621e-08
2145,2145,1.3970602189617621e-08
2146,2146,1.3970602189617621e-08
2147,2147,1.3970602189617621e-08
2148,2148,1.3970602189617621e-08
2149,2149,1.3970602189617621e-08
2150,2150,1.3970602189617621e-08
2151,2151,1.3970602189617621e-08
2152,2152,1.3970602189617621e-08
2153,2153,1.3970602189617621e-08
2154,2154,1.3970602189617621e-08
2155,2155,1.3970602189617621e-08
2156,2156,1.3970602189617621e-08
2157,2157,1.3970602189617621e-08
2158,2158,1.7617808874993972e-08
2159,2159,1.3970602189617621e-08
2160,2160,1.3970602189617621e-08
2161,2161,1.3970602189617621e-08
2162,2162,1.3970602189617621e-08
2163,2163,1.3970602189617621e-08
2164,2164,1.3970602189617621e-08
2165,2165,3.9091094040334275e-06
2166,2166,1.3970602189617621e-08
2167,2167,1.7684824960542253e-06
2168,2168,1.3970602189617621e-08
2169,2169,1.3970602189617621e-08
2170,2170,1.3970602189617621e-08
2171,2171,1.3970602189617621e-08
2172,2172,1.3970602189617621e-08
2173,2173,1.7939079439407802e-08
2174,2174,1.3970602189617621e-08
2175,2175,1.3970602189617621e-08
2176,2176,3.1939439458101395e-07
2177,2177,1.3970602189617621e-08
2178,2178,1.3970602189617621e-08
2179,2179,1.3970602189617621e-08
2180,2180,1.3970602189617621e-08
2181,2181,1.3970602189617621e-08
2182,2182,1.3970602189617621e-08
2183,2183,1.3970602189617621e-08
2184,2184,1.3970602189617621e-08
2185,2185,1.3970602189617621e-08
2186,2186,1.3970602189617621e-08
2187,2187,1.3970602189617621e-08
2188,2188,1.13654074885807e-06
2189,2189,1.3970602189617621e-08
2190,2190,1.3970602189617621e-08
2191,2191,1.3970602189617621e-08
2192,2192,1.3970602189617621e-08
2193,2193,1.3970602189617621e-08
2194,2194,1.3970602189617621e-08
2195,2195,1.3970602189617621e-08
2196,2196,1.3970602189617621e-08
2197,2197,1.3970602189617621e-08
2198,2198,5.161398294552206e-07
2199,2199,1.3970602189617621e-08
2200,2200,3.804458276966394e-08
2201,2201,1.3970602189617621e-08
2202,2202,1.3970602189617621e-08
2203,2203,1.3970602189617621e-08
2204,2204,1.3970602189617621e-08
2205,2205,1.3970602189617621e-08
2206,2206,1.3970602189617621e-08
2207,2207,1.3970602189617621e-08
2208,2208,1.3970602189617621e-08
2209,2209,1.3970602189617621e-08
2210,2210,1.3970602189617621e-08
2211,2211,1.3970602189617621e-08
2212,2212,1.3970602189617621e-08
2213,2213,1.3970602189617621e-08
2214,2214,1.1694662783518663e-07
2215,2215,1.3970602189617621e-08
2216,2216,1.3970602189617621e-08
2217,2217,1.3970602189617621e-08
2218,2218,1.3970602189617621e-08
2219,2219,1.3970602189617621e-08
2220,2220,1.3970602189617621e-08
2221,2221,1.3970602189617621e-08
2222,2222,1.3970602189617621e-08
2223,2223,1.3970602189617621e-08
2224,2224,1.3970602189617621e-08
2225,2225,1.3970602189617621e-08
2226,2226,1.3970602189617621e-08
2227,2227,1.3970602189617621e-08
2228,2228,1.3970602189617621e-08
2229,2229,1.3970602189617621e-08
2230,2230,1.344417536219791e-05
2231,2231,1.3970602189617621e-08
2232,2232,1.3970602189617621e-08
2233,2233,1.3970602189617621e-08
2234,2234,1.3970602189617621e-08
2235,2235,1.3970602189617621e-08
2236,2236,1.3970602189617621e-08
2237,2237,1.3970602189617621e-08
2238,2238,1.3970602189617621e-08
2239,2239,1.3970602189617621e-08
2240,2240,1.3970602189617621e-08
2241,2241,1.7901797997192706e-05
2242,2242,1.3970602189617621e-08
2243,2243,1.3970602189617621e-08
2244,2244,1.3970602189617621e-08
2245,2245,1.3970602189617621e-08
2246,2246,3.19124750927475e-06
2247,2247,1.3970602189617621e-08
2248,2248,1.3970602189617621e-08
2249,2249,1.3970602189617621e-08
2250,2250,1.3970602189617621e-08
2251,2251,1.3970602189617621e-08
2252,2252,1.3970602189617621e-08
2253,2253,1.3970602189617621e-08
2254,2254,1.3970602189617621e-08
2255,2255,1.3970602189617621e-08
2256,2256,1.3970602189617621e-08
2257,2257,1.3970602189617621e-08
2258,2258,1.3970602189617621e-08
2259,2259,1.3970602189617621e-08
2260,2260,1.3970602189617621e-08
2261,2261,1.3970602189617621e-08
2262,2262,2.8559428931118396e-08
2263,2263,1.3970602189617621e-08
2264,2264,1.3970602189617621e-08
2265,2265,1.3970602189617621e-08
2266,2266,2.1265015560369003e-08
2267,2267,1.3970602189617621e-08
2268,2268,1.3970602189617621e-08
2269,2269,1.3970602189617621e-08
2270,2270,1.3970602189617621e-08
2271,2271,1.3970602189617621e-08
2272,2272,1.3970602189617621e-08
2273,2273,1.3970602189617621e-08
2274,2274,1.3970602189617621e-08
2275,2275,1.3970602189617621e-08
2276,2276,1.3970602189617621e-08
2277,2277,1.3970602189617621e-08
2278,2278,1.3970602189617621e-08
2279,2279,1.3970602189617621e-08
2280,2280,1.3970602189617621e-08
2281,2281,1.3970602189617621e-08
2282,2282,1.3970602189617621e-08
2283,2283,1.3970602189617621e-08
2284,2284,2.855942893111829e-08
2285,2285,1.3970602189617621e-08
2286,2286,1.3970602189617621e-08
2287,2287,1.3970602189617621e-08
2288,2288,1.3970602189617621e-08
2289,2289,1.3970602189617621e-08
2290,2290,1.3970602189617621e-08
2291,2291,1.3970602189617621e-08
2292,2292,1.3970602189617621e-08
2293,2293,1.3970602189617621e-08
2294,2294,1.3970602189617621e-08
2295,2295,1.3970602189617621e-08
2296,2296,3.852382308921921e-08
2297,2297,1.3970602189617621e-08
2298,2298,1.3970602189617621e-08
2299,2299,1.3970602189617621e-08
2300,2300,1.3970602189617621e-08
2301,2301,1.3970602189617621e-08
2302,2302,1.3970602189617621e-08
2303,2303,1.3970602189617621e-08
2304,2304,1.3970602189617621e-08
2305,2305,2.119685651546766e-05
2306,2306,1.3970602189617621e-08
2307,2307,1.3970602189617621e-08
2308,2308,1.3970602189617621e-08
2309,2309,1.3970602189617621e-08
2310,2310,1.3970602189617621e-08
2311,2311,1.3970602189617621e-08
2312,2312,1.3970602189617621e-08
2313,2313,2.8243588623223575e-05
2314,2314,1.3970602189617621e-08
2315,2315,1.3970602189617621e-08
2316,2316,1.3970602189617621e-08
2317,2317,1.3970602189617621e-08
2318,2318,1.3970602189617621e-08
2319,2319,1.3970602189617621e-08
2320,2320,1.3970602189617621e-08
2321,2321,1.3970602189617621e-08
2322,2322,1.3970602189617621e-08
2323,2323,1.3970602189617621e-08
2324,2324,1.3970602189617621e-08
2325,2325,1.3970602189617621e-08
2326,2326,1.3970602189617621e-08
2327,2327,1.3970602189617621e-08
2328,2328,1.3970602189617621e-08
2329,2329,1.3970602189617621e-08
2330,2330,1.3970602189617621e-08
2331,2331,1.3970602189617621e-08
2332,2332,1.3970602189617621e-08
2333,2333,1.3970602189617621e-08
2334,2334,1.3970602189617621e-08
2335,2335,1.3970602189617621e-08
2336,2336,1.3970602189617621e-08
2337,2337,1.3970602189617621e-08
2338,2338,1.3970602189617621e-08
2339,2339,1.3970602189617621e-08
2340,2340,1.3970602189617621e-08
2341,2341,1.3970602189617621e-08
2342,2342,1.7901797997192817e-05
2343,2343,1.3970602189617621e-08
2344,2344,1.3970602189617621e-08
2345,2345,1.3970602189617621e-08
2346,2346,1.3970602189617621e-08
2347,2347,7.082406841793031e-06
2348,2348,1.3970602189617621e-08
2349,2349,3.4770517937284658e-06
2350,2350,1.3970602189617621e-08
2351,2351,1.3970602189617621e-08
2352,2352,1.3970602189617621e-08
2353,2353,1.3970602189617621e-08
2354,2354,1.3970602189617621e-08
2355,2355,1.3970602189617621e-08
2356,2356,1.3970602189617621e-08
2357,2357,1.3970602189617621e-08
2358,2358,1.3970602189617621e-08
2359,2359,1.3970602189617621e-08
2360,2360,1.3970602189617621e-08
2361,2361,1.3970602189617621e-08
2362,2362,1.3970602189617621e-08
2363,2363,1.3970602189617621e-08
2364,2364,1.3970602189617621e-08
