investor,pagerank
4108,1.3970602189617621e-08
4109,1.3970602189617621e-08
4305,1.3970602189617621e-08
4110,1.3970602189617621e-08
4111,1.3970602189617621e-08
4112,1.3970602189617621e-08
4113,1.3970602189617621e-08
4250,1.3970602189617621e-08
4249,1.3970602189617621e-08
4384,1.3970602189617621e-08
4114,1.3970602189617621e-08
4115,1.3970602189617621e-08
4116,1.3970602189617621e-08
4117,1.3970602189617621e-08
4118,1.3970602189617621e-08
4383,1.3970602189617621e-08
4104,1.3970602189617621e-08
4252,1.3970602189617621e-08
4121,1.3970602189617621e-08
4259,1.3970602189617621e-08
4262,1.3970602189617621e-08
4092,1.3970602189617621e-08
4093,1.3970602189617621e-08
4406,1.3970602189617621e-08
4094,1.3970602189617621e-08
4095,1.3970602189617621e-08
4405,1.3970602189617621e-08
4096,1.3970602189617621e-08
4404,1.3970602189617621e-08
4403,1.3970602189617621e-08
4097,1.3970602189617621e-08
4260,1.3970602189617621e-08
4402,1.3970602189617621e-08
4258,1.3970602189617621e-08
4103,1.3970602189617621e-08
4401,1.3970602189617621e-08
4399,1.3970602189617621e-08
4099,1.3970602189617621e-08
4304,1.3970602189617621e-08
4215,1.3970602189617621e-08
4255,1.3970602189617621e-08
4100,1.3970602189617621e-08
4254,1.3970602189617621e-08
4253,1.3970602189617621e-08
4398,1.3970602189617621e-08
4101,1.3970602189617621e-08
4102,1.3970602189617621e-08
4397,1.3970602189617621e-08
4120,1.3970602189617621e-08
4122,1.3970602189617621e-08
4236,1.3970602189617621e-08
4142,1.3970602189617621e-08
4372,1.3970602189617621e-08
4136,1.3970602189617621e-08
4137,1.3970602189617621e-08
4138,1.3970602189617621e-08
4139,1.3970602189617621e-08
4371,1.3970602189617621e-08
4370,1.3970602189617621e-08
4140,1.3970602189617621e-08
4308,1.3970602189617621e-08
4240,1.3970602189617621e-08
4141,1.3970602189617621e-08
4309,1.3970602189617621e-08
4239,1.3970602189617621e-08
4369,1.3970602189617621e-08
4373,1.3970602189617621e-08
4143,1.3970602189617621e-08
4310,1.3970602189617621e-08
4368,1.3970602189617621e-08
4145,1.3970602189617621e-08
4367,1.3970602189617621e-08
4311,1.3970602189617621e-08
4366,1.3970602189617621e-08
4146,1.3970602189617621e-08
4312,1.3970602189617621e-08
4365,1.3970602189617621e-08
4237,1.3970602189617621e-08
4147,1.3970602189617621e-08
4148,1.3970602189617621e-08
4241,1.3970602189617621e-08
4374,1.3970602189617621e-08
4123,1.3970602189617621e-08
4244,1.3970602189617621e-08
4382,1.3970602189617621e-08
4248,1.3970602189617621e-08
4124,1.3970602189617621e-08
4125,1.3970602189617621e-08
4247,1.3970602189617621e-08
4246,1.3970602189617621e-08
4307,1.3970602189617621e-08
4126,1.3970602189617621e-08
4127,1.3970602189617621e-08
4245,1.3970602189617621e-08
4381,1.3970602189617621e-08
4128,1.3970602189617621e-08
4380,1.3970602189617621e-08
4297,1.3970602189617621e-08
4242,1.3970602189617621e-08
4243,1.3970602189617621e-08
4379,1.3970602189617621e-08
4129,1.3970602189617621e-08
4378,1.3970602189617621e-08
4130,1.3970602189617621e-08
4377,1.3970602189617621e-08
4376,1.3970602189617621e-08
4131,1.3970602189617621e-08
4132,1.3970602189617621e-08
4133,1.3970602189617621e-08
4134,1.3970602189617621e-08
4375,1.3970602189617621e-08
4135,1.3970602189617621e-08
4296,1.3970602189617621e-08
0,1.3970602189617621e-08
3952,1.3970602189617621e-08
3431,1.3970602189617621e-08
3439,1.3970602189617621e-08
3438,1.3970602189617621e-08
3437,1.3970602189617621e-08
3436,1.3970602189617621e-08
3435,1.3970602189617621e-08
3434,1.3970602189617621e-08
3433,1.3970602189617621e-08
3432,1.3970602189617621e-08
3430,1.3970602189617621e-08
3441,1.3970602189617621e-08
3428,1.3970602189617621e-08
3427,1.3970602189617621e-08
3426,1.3970602189617621e-08
3425,1.3970602189617621e-08
3424,1.3970602189617621e-08
3423,1.3970602189617621e-08
3422,1.3970602189617621e-08
3421,1.3970602189617621e-08
3440,1.3970602189617621e-08
3442,1.3970602189617621e-08
3951,1.3970602189617621e-08
3456,1.3970602189617621e-08
3464,1.3970602189617621e-08
3463,1.3970602189617621e-08
3462,1.3970602189617621e-08
3461,1.3970602189617621e-08
3460,1.3970602189617621e-08
3459,1.3970602189617621e-08
3458,1.3970602189617621e-08
3457,1.3970602189617621e-08
3455,1.3970602189617621e-08
3443,1.3970602189617621e-08
3454,1.3970602189617621e-08
3453,1.3970602189617621e-08
3450,1.3970602189617621e-08
3449,1.3970602189617621e-08
3448,1.3970602189617621e-08
3447,1.3970602189617621e-08
3446,1.3970602189617621e-08
3444,1.3970602189617621e-08
3420,1.3970602189617621e-08
3419,1.3970602189617621e-08
3418,1.3970602189617621e-08
3382,1.3970602189617621e-08
3391,1.3970602189617621e-08
3390,1.3970602189617621e-08
3388,1.3970602189617621e-08
3387,1.3970602189617621e-08
3386,1.3970602189617621e-08
3385,1.3970602189617621e-08
3384,1.3970602189617621e-08
3383,1.3970602189617621e-08
3381,1.3970602189617621e-08
3417,1.3970602189617621e-08
3380,1.3970602189617621e-08
3379,1.3970602189617621e-08
3378,1.3970602189617621e-08
3376,1.3970602189617621e-08
3375,1.3970602189617621e-08
3374,1.3970602189617621e-08
3373,1.3970602189617621e-08
3372,1.3970602189617621e-08
3392,1.3970602189617621e-08
3393,1.3970602189617621e-08
3395,1.3970602189617621e-08
3396,1.3970602189617621e-08
3415,1.3970602189617621e-08
3414,1.3970602189617621e-08
3413,1.3970602189617621e-08
3412,1.3970602189617621e-08
3411,1.3970602189617621e-08
3410,1.3970602189617621e-08
3409,1.3970602189617621e-08
3407,1.3970602189617621e-08
3406,1.3970602189617621e-08
3405,1.3970602189617621e-08
3403,1.3970602189617621e-08
3402,1.3970602189617621e-08
3401,1.3970602189617621e-08
3400,1.3970602189617621e-08
3399,1.3970602189617621e-08
3398,1.3970602189617621e-08
3397,1.3970602189617621e-08
3465,1.3970602189617621e-08
3466,1.3970602189617621e-08
3467,1.3970602189617621e-08
3529,1.3970602189617621e-08
3537,1.3970602189617621e-08
3536,1.3970602189617621e-08
3535,1.3970602189617621e-08
3534,1.3970602189617621e-08
3533,1.3970602189617621e-08
3532,1.3970602189617621e-08
3531,1.3970602189617621e-08
3530,1.3970602189617621e-08
3528,1.3970602189617621e-08
3517,1.3970602189617621e-08
3526,1.3970602189617621e-08
3525,1.3970602189617621e-08
3524,1.3970602189617621e-08
3523,1.3970602189617621e-08
3522,1.3970602189617621e-08
3521,1.3970602189617621e-08
3520,1.3970602189617621e-08
3519,1.3970602189617621e-08
3538,1.3970602189617621e-08
3539,1.3970602189617621e-08
3540,1.3970602189617621e-08
3541,1.3970602189617621e-08
3561,1.3970602189617621e-08
3560,1.3970602189617621e-08
3559,1.3970602189617621e-08
3558,1.3970602189617621e-08
3557,1.3970602189617621e-08
3556,1.3970602189617621e-08
3554,1.3970602189617621e-08
3553,1.3970602189617621e-08
3551,1.3970602189617621e-08
3550,1.3970602189617621e-08
3549,1.3970602189617621e-08
3548,1.3970602189617621e-08
3547,1.3970602189617621e-08
3546,1.3970602189617621e-08
3544,1.3970602189617621e-08
3543,1.3970602189617621e-08
3542,1.3970602189617621e-08
3518,1.3970602189617621e-08
3516,1.3970602189617621e-08
3468,1.3970602189617621e-08
3479,1.3970602189617621e-08
3491,1.3970602189617621e-08
3489,1.3970602189617621e-08
3487,1.3970602189617621e-08
3486,1.3970602189617621e-08
3485,1.3970602189617621e-08
3482,1.3970602189617621e-08
3481,1.3970602189617621e-08
3480,1.3970602189617621e-08
3478,1.3970602189617621e-08
3515,1.3970602189617621e-08
3477,1.3970602189617621e-08
3476,1.3970602189617621e-08
3475,1.3970602189617621e-08
3474,1.3970602189617621e-08
3473,1.3970602189617621e-08
3472,1.3970602189617621e-08
3471,1.3970602189617621e-08
3469,1.3970602189617621e-08
3492,1.3970602189617621e-08
3493,1.3970602189617621e-08
3494,1.3970602189617621e-08
3495,1.3970602189617621e-08
3514,1.3970602189617621e-08
3513,1.3970602189617621e-08
3512,1.3970602189617621e-08
3511,1.3970602189617621e-08
3510,1.3970602189617621e-08
3509,1.3970602189617621e-08
3508,1.3970602189617621e-08
3507,1.3970602189617621e-08
3506,1.3970602189617621e-08
3505,1.3970602189617621e-08
3503,1.3970602189617621e-08
3502,1.3970602189617621e-08
3501,1.3970602189617621e-08
3499,1.3970602189617621e-08
3498,1.3970602189617621e-08
3497,1.3970602189617621e-08
3496,1.3970602189617621e-08
3371,1.3970602189617621e-08
3370,1.3970602189617621e-08
3369,1.3970602189617621e-08
3245,1.3970602189617621e-08
3254,1.3970602189617621e-08
3253,1.3970602189617621e-08
3252,1.3970602189617621e-08
3251,1.3970602189617621e-08
3250,1.3970602189617621e-08
3249,1.3970602189617621e-08
3248,1.3970602189617621e-08
3247,1.3970602189617621e-08
3244,1.3970602189617621e-08
3233,1.3970602189617621e-08
3243,1.3970602189617621e-08
3242,1.3970602189617621e-08
3241,1.3970602189617621e-08
3240,1.3970602189617621e-08
3238,1.3970602189617621e-08
3237,1.3970602189617621e-08
3236,1.3970602189617621e-08
3235,1.3970602189617621e-08
3255,1.3970602189617621e-08
3256,1.3970602189617621e-08
3257,1.3970602189617621e-08
3258,1.3970602189617621e-08
3276,1.3970602189617621e-08
3275,1.3970602189617621e-08
3274,1.3970602189617621e-08
3273,1.3970602189617621e-08
3272,1.3970602189617621e-08
3271,1.3970602189617621e-08
3270,1.3970602189617621e-08
3269,1.3970602189617621e-08
3268,1.3970602189617621e-08
3267,1.3970602189617621e-08
3266,1.3970602189617621e-08
3265,1.3970602189617621e-08
3264,1.3970602189617621e-08
3263,1.3970602189617621e-08
3262,1.3970602189617621e-08
3261,1.3970602189617621e-08
3259,1.3970602189617621e-08
3234,1.3970602189617621e-08
3232,1.3970602189617621e-08
3278,1.3970602189617621e-08
3196,1.3970602189617621e-08
3205,1.3970602189617621e-08
3204,1.3970602189617621e-08
3203,1.3970602189617621e-08
3202,1.3970602189617621e-08
3201,1.3970602189617621e-08
3200,1.3970602189617621e-08
3199,1.3970602189617621e-08
3197,1.3970602189617621e-08
3195,1.3970602189617621e-08
3231,1.3970602189617621e-08
3194,1.3970602189617621e-08
3193,1.3970602189617621e-08
3192,1.3970602189617621e-08
3191,1.3970602189617621e-08
3190,1.3970602189617621e-08
3189,1.3970602189617621e-08
3188,1.3970602189617621e-08
3187,1.3970602189617621e-08
3206,1.3970602189617621e-08
3207,1.3970602189617621e-08
3209,1.3970602189617621e-08
3210,1.3970602189617621e-08
3230,1.3970602189617621e-08
3229,1.3970602189617621e-08
3228,1.3970602189617621e-08
3227,1.3970602189617621e-08
3226,1.3970602189617621e-08
3225,1.3970602189617621e-08
3224,1.3970602189617621e-08
3222,1.3970602189617621e-08
3221,1.3970602189617621e-08
3220,1.3970602189617621e-08
3218,1.3970602189617621e-08
3217,1.3970602189617621e-08
3216,1.3970602189617621e-08
3215,1.3970602189617621e-08
3213,1.3970602189617621e-08
3212,1.3970602189617621e-08
3211,1.3970602189617621e-08
3277,1.3970602189617621e-08
3279,1.3970602189617621e-08
3368,1.3970602189617621e-08
3336,1.3970602189617621e-08
3344,1.3970602189617621e-08
3343,1.3970602189617621e-08
3342,1.3970602189617621e-08
3341,1.3970602189617621e-08
3340,1.3970602189617621e-08
3339,1.3970602189617621e-08
3338,1.3970602189617621e-08
3337,1.3970602189617621e-08
3335,1.3970602189617621e-08
3324,1.3970602189617621e-08
3334,1.3970602189617621e-08
3332,1.3970602189617621e-08
3331,1.3970602189617621e-08
3330,1.3970602189617621e-08
3329,1.3970602189617621e-08
3328,1.3970602189617621e-08
3327,1.3970602189617621e-08
3326,1.3970602189617621e-08
3345,1.3970602189617621e-08
3346,1.3970602189617621e-08
3347,1.3970602189617621e-08
3348,1.3970602189617621e-08
3365,1.3970602189617621e-08
3364,1.3970602189617621e-08
3363,1.3970602189617621e-08
3362,1.3970602189617621e-08
3361,1.3970602189617621e-08
3360,1.3970602189617621e-08
3359,1.3970602189617621e-08
3358,1.3970602189617621e-08
3357,1.3970602189617621e-08
3356,1.3970602189617621e-08
3355,1.3970602189617621e-08
3354,1.3970602189617621e-08
3353,1.3970602189617621e-08
3352,1.3970602189617621e-08
3351,1.3970602189617621e-08
3350,1.3970602189617621e-08
3349,1.3970602189617621e-08
3325,1.3970602189617621e-08
3323,1.3970602189617621e-08
3280,1.3970602189617621e-08
3291,1.3970602189617621e-08
3300,1.3970602189617621e-08
3299,1.3970602189617621e-08
3298,1.3970602189617621e-08
3297,1.3970602189617621e-08
3296,1.3970602189617621e-08
3295,1.3970602189617621e-08
3294,1.3970602189617621e-08
3292,1.3970602189617621e-08
3290,1.3970602189617621e-08
3322,1.3970602189617621e-08
3289,1.3970602189617621e-08
3288,1.3970602189617621e-08
3287,1.3970602189617621e-08
3286,1.3970602189617621e-08
3285,1.3970602189617621e-08
3284,1.3970602189617621e-08
3283,1.3970602189617621e-08
3282,1.3970602189617621e-08
3301,1.3970602189617621e-08
3302,1.3970602189617621e-08
3303,1.3970602189617621e-08
3304,1.3970602189617621e-08
3321,1.3970602189617621e-08
3320,1.3970602189617621e-08
3319,1.3970602189617621e-08
3318,1.3970602189617621e-08
3317,1.3970602189617621e-08
3316,1.3970602189617621e-08
3315,1.3970602189617621e-08
3314,1.3970602189617621e-08
3313,1.3970602189617621e-08
3312,1.3970602189617621e-08
3311,1.3970602189617621e-08
3310,1.3970602189617621e-08
3309,1.3970602189617621e-08
3308,1.3970602189617621e-08
3307,1.3970602189617621e-08
3306,1.3970602189617621e-08
3305,1.3970602189617621e-08
3568,1.3970602189617621e-08
3570,1.3970602189617621e-08
3571,1.3970602189617621e-08
3826,1.3970602189617621e-08
3835,1.3970602189617621e-08
3834,1.3970602189617621e-08
3833,1.3970602189617621e-08
3832,1.3970602189617621e-08
3831,1.3970602189617621e-08
3830,1.3970602189617621e-08
3829,1.3970602189617621e-08
3827,1.3970602189617621e-08
3825,1.3970602189617621e-08
3812,1.3970602189617621e-08
3824,1.3970602189617621e-08
3823,1.3970602189617621e-08
3822,1.3970602189617621e-08
3821,1.3970602189617621e-08
3819,1.3970602189617621e-08
3818,1.3970602189617621e-08
3817,1.3970602189617621e-08
3816,1.3970602189617621e-08
3836,1.3970602189617621e-08
3838,1.3970602189617621e-08
3839,1.3970602189617621e-08
3840,1.3970602189617621e-08
3857,1.3970602189617621e-08
3856,1.3970602189617621e-08
3855,1.3970602189617621e-08
3854,1.3970602189617621e-08
3853,1.3970602189617621e-08
3852,1.3970602189617621e-08
3851,1.3970602189617621e-08
3850,1.3970602189617621e-08
3849,1.3970602189617621e-08
3848,1.3970602189617621e-08
3847,1.3970602189617621e-08
3846,1.3970602189617621e-08
3845,1.3970602189617621e-08
3844,1.3970602189617621e-08
3843,1.3970602189617621e-08
3842,1.3970602189617621e-08
3841,1.3970602189617621e-08
3814,1.3970602189617621e-08
3811,1.3970602189617621e-08
3860,1.3970602189617621e-08
3779,1.3970602189617621e-08
3788,1.3970602189617621e-08
3787,1.3970602189617621e-08
3786,1.3970602189617621e-08
3785,1.3970602189617621e-08
3784,1.3970602189617621e-08
3783,1.3970602189617621e-08
3782,1.3970602189617621e-08
3780,1.3970602189617621e-08
3778,1.3970602189617621e-08
4465,1.3970602189617621e-08
3777,1.3970602189617621e-08
3776,1.3970602189617621e-08
3775,1.3970602189617621e-08
3774,1.3970602189617621e-08
3773,1.3970602189617621e-08
3772,1.3970602189617621e-08
3771,1.3970602189617621e-08
3770,1.3970602189617621e-08
3789,1.3970602189617621e-08
3790,1.3970602189617621e-08
3791,1.3970602189617621e-08
3792,1.3970602189617621e-08
3809,1.3970602189617621e-08
3808,1.3970602189617621e-08
3807,1.3970602189617621e-08
3806,1.3970602189617621e-08
3805,1.3970602189617621e-08
3804,1.3970602189617621e-08
3803,1.3970602189617621e-08
3802,1.3970602189617621e-08
3801,1.3970602189617621e-08
3800,1.3970602189617621e-08
3799,1.3970602189617621e-08
3798,1.3970602189617621e-08
3797,1.3970602189617621e-08
3796,1.3970602189617621e-08
3795,1.3970602189617621e-08
3794,1.3970602189617621e-08
3793,1.3970602189617621e-08
3858,1.3970602189617621e-08
3862,1.3970602189617621e-08
3768,1.3970602189617621e-08
3921,1.3970602189617621e-08
3929,1.3970602189617621e-08
3928,1.3970602189617621e-08
3927,1.3970602189617621e-08
3926,1.3970602189617621e-08
3925,1.3970602189617621e-08
3924,1.3970602189617621e-08
3923,1.3970602189617621e-08
3922,1.3970602189617621e-08
3920,1.3970602189617621e-08
3910,1.3970602189617621e-08
3919,1.3970602189617621e-08
3918,1.3970602189617621e-08
3917,1.3970602189617621e-08
3916,1.3970602189617621e-08
3915,1.3970602189617621e-08
3914,1.3970602189617621e-08
3913,1.3970602189617621e-08
3912,1.3970602189617621e-08
3930,1.3970602189617621e-08
3931,1.3970602189617621e-08
3932,1.3970602189617621e-08
3933,1.3970602189617621e-08
3950,1.3970602189617621e-08
3949,1.3970602189617621e-08
3948,1.3970602189617621e-08
3947,1.3970602189617621e-08
3946,1.3970602189617621e-08
3945,1.3970602189617621e-08
3944,1.3970602189617621e-08
3943,1.3970602189617621e-08
3942,1.3970602189617621e-08
3941,1.3970602189617621e-08
3940,1.3970602189617621e-08
3939,1.3970602189617621e-08
3938,1.3970602189617621e-08
3937,1.3970602189617621e-08
3936,1.3970602189617621e-08
3935,1.3970602189617621e-08
3934,1.3970602189617621e-08
3911,1.3970602189617621e-08
3909,1.3970602189617621e-08
3863,1.3970602189617621e-08
3873,1.3970602189617621e-08
3883,1.3970602189617621e-08
3882,1.3970602189617621e-08
3881,1.3970602189617621e-08
3880,1.3970602189617621e-08
3879,1.3970602189617621e-08
3877,1.3970602189617621e-08
3875,1.3970602189617621e-08
3874,1.3970602189617621e-08
3872,1.3970602189617621e-08
3908,1.3970602189617621e-08
3871,1.3970602189617621e-08
3870,1.3970602189617621e-08
3869,1.3970602189617621e-08
3868,1.3970602189617621e-08
3867,1.3970602189617621e-08
3866,1.3970602189617621e-08
3865,1.3970602189617621e-08
3864,1.3970602189617621e-08
3884,1.3970602189617621e-08
3885,1.3970602189617621e-08
3886,1.3970602189617621e-08
3887,1.3970602189617621e-08
3907,1.3970602189617621e-08
3906,1.3970602189617621e-08
3905,1.3970602189617621e-08
3904,1.3970602189617621e-08
3903,1.3970602189617621e-08
3902,1.3970602189617621e-08
3901,1.3970602189617621e-08
3900,1.3970602189617621e-08
3899,1.3970602189617621e-08
3896,1.3970602189617621e-08
3895,1.3970602189617621e-08
3894,1.3970602189617621e-08
3893,1.3970602189617621e-08
3892,1.3970602189617621e-08
3891,1.3970602189617621e-08
3890,1.3970602189617621e-08
3889,1.3970602189617621e-08
3769,1.3970602189617621e-08
3767,1.3970602189617621e-08
3572,1.3970602189617621e-08
3626,1.3970602189617621e-08
3635,1.3970602189617621e-08
3634,1.3970602189617621e-08
3633,1.3970602189617621e-08
3632,1.3970602189617621e-08
3631,1.3970602189617621e-08
3629,1.3970602189617621e-08
3628,1.3970602189617621e-08
3627,1.3970602189617621e-08
3625,1.3970602189617621e-08
3615,1.3970602189617621e-08
3624,1.3970602189617621e-08
3623,1.3970602189617621e-08
3622,1.3970602189617621e-08
3621,1.3970602189617621e-08
3620,1.3970602189617621e-08
3619,1.3970602189617621e-08
3618,1.3970602189617621e-08
3617,1.3970602189617621e-08
3636,1.3970602189617621e-08
3637,1.3970602189617621e-08
3638,1.3970602189617621e-08
3639,1.3970602189617621e-08
3659,1.3970602189617621e-08
3658,1.3970602189617621e-08
3657,1.3970602189617621e-08
3656,1.3970602189617621e-08
3654,1.3970602189617621e-08
3653,1.3970602189617621e-08
3652,1.3970602189617621e-08
3651,1.3970602189617621e-08
3650,1.3970602189617621e-08
3648,1.3970602189617621e-08
3647,1.3970602189617621e-08
3646,1.3970602189617621e-08
3645,1.3970602189617621e-08
3644,1.3970602189617621e-08
3643,1.3970602189617621e-08
3641,1.3970602189617621e-08
3640,1.3970602189617621e-08
3616,1.3970602189617621e-08
3614,1.3970602189617621e-08
3661,1.3970602189617621e-08
3582,1.3970602189617621e-08
3590,1.3970602189617621e-08
3589,1.3970602189617621e-08
3588,1.3970602189617621e-08
3587,1.3970602189617621e-08
3586,1.3970602189617621e-08
3585,1.3970602189617621e-08
3584,1.3970602189617621e-08
3583,1.3970602189617621e-08
3581,1.3970602189617621e-08
3613,1.3970602189617621e-08
3580,1.3970602189617621e-08
3579,1.3970602189617621e-08
3578,1.3970602189617621e-08
3577,1.3970602189617621e-08
3576,1.3970602189617621e-08
3575,1.3970602189617621e-08
3574,1.3970602189617621e-08
3573,1.3970602189617621e-08
3591,1.3970602189617621e-08
3592,1.3970602189617621e-08
3593,1.3970602189617621e-08
3594,1.3970602189617621e-08
3612,1.3970602189617621e-08
3611,1.3970602189617621e-08
3610,1.3970602189617621e-08
3609,1.3970602189617621e-08
3608,1.3970602189617621e-08
3607,1.3970602189617621e-08
3606,1.3970602189617621e-08
3605,1.3970602189617621e-08
3604,1.3970602189617621e-08
3603,1.3970602189617621e-08
3602,1.3970602189617621e-08
3601,1.3970602189617621e-08
3600,1.3970602189617621e-08
3599,1.3970602189617621e-08
3597,1.3970602189617621e-08
3596,1.3970602189617621e-08
3595,1.3970602189617621e-08
3660,1.3970602189617621e-08
3662,1.3970602189617621e-08
3766,1.3970602189617621e-08
3722,1.3970602189617621e-08
3737,1.3970602189617621e-08
3733,1.3970602189617621e-08
3732,1.3970602189617621e-08
3730,1.3970602189617621e-08
3729,1.3970602189617621e-08
3728,1.3970602189617621e-08
3727,1.3970602189617621e-08
3726,1.3970602189617621e-08
3721,1.3970602189617621e-08
3709,1.3970602189617621e-08
3720,1.3970602189617621e-08
3718,1.3970602189617621e-08
3717,1.3970602189617621e-08
3716,1.3970602189617621e-08
3715,1.3970602189617621e-08
3713,1.3970602189617621e-08
3712,1.3970602189617621e-08
3711,1.3970602189617621e-08
3739,1.3970602189617621e-08
3740,1.3970602189617621e-08
3741,1.3970602189617621e-08
3742,1.3970602189617621e-08
3765,1.3970602189617621e-08
3764,1.3970602189617621e-08
3763,1.3970602189617621e-08
3762,1.3970602189617621e-08
3761,1.3970602189617621e-08
3758,1.3970602189617621e-08
3755,1.3970602189617621e-08
3754,1.3970602189617621e-08
3753,1.3970602189617621e-08
3752,1.3970602189617621e-08
3751,1.3970602189617621e-08
3750,1.3970602189617621e-08
3749,1.3970602189617621e-08
3747,1.3970602189617621e-08
3746,1.3970602189617621e-08
3745,1.3970602189617621e-08
3743,1.3970602189617621e-08
3710,1.3970602189617621e-08
3708,1.3970602189617621e-08
3663,1.3970602189617621e-08
3674,1.3970602189617621e-08
3682,1.3970602189617621e-08
3681,1.3970602189617621e-08
3680,1.3970602189617621e-08
3679,1.3970602189617621e-08
3678,1.3970602189617621e-08
3677,1.3970602189617621e-08
3676,1.3970602189617621e-08
3675,1.3970602189617621e-08
3673,1.3970602189617621e-08
3706,1.3970602189617621e-08
3672,1.3970602189617621e-08
3671,1.3970602189617621e-08
3670,1.3970602189617621e-08
3668,1.3970602189617621e-08
3667,1.3970602189617621e-08
3666,1.3970602189617621e-08
3665,1.3970602189617621e-08
3664,1.3970602189617621e-08
3683,1.3970602189617621e-08
3684,1.3970602189617621e-08
3685,1.3970602189617621e-08
3686,1.3970602189617621e-08
3705,1.3970602189617621e-08
3704,1.3970602189617621e-08
3703,1.3970602189617621e-08
3702,1.3970602189617621e-08
3701,1.3970602189617621e-08
3700,1.3970602189617621e-08
3698,1.3970602189617621e-08
3697,1.3970602189617621e-08
3696,1.3970602189617621e-08
3695,1.3970602189617621e-08
3694,1.3970602189617621e-08
3693,1.3970602189617621e-08
3692,1.3970602189617621e-08
3691,1.3970602189617621e-08
3690,1.3970602189617621e-08
3688,1.3970602189617621e-08
3687,1.3970602189617621e-08
3810,1.3970602189617621e-08
4617,1.3970602189617621e-08
4466,1.3970602189617621e-08
5520,1.3970602189617621e-08
5494,1.3970602189617621e-08
5493,1.3970602189617621e-08
5491,1.3970602189617621e-08
5490,1.3970602189617621e-08
5489,1.3970602189617621e-08
5488,1.3970602189617621e-08
5487,1.3970602189617621e-08
5486,1.3970602189617621e-08
5485,1.3970602189617621e-08
5484,1.3970602189617621e-08
5483,1.3970602189617621e-08
5482,1.3970602189617621e-08
5481,1.3970602189617621e-08
5480,1.3970602189617621e-08
5479,1.3970602189617621e-08
5478,1.3970602189617621e-08
5477,1.3970602189617621e-08
5475,1.3970602189617621e-08
5474,1.3970602189617621e-08
5495,1.3970602189617621e-08
5496,1.3970602189617621e-08
5497,1.3970602189617621e-08
5510,1.3970602189617621e-08
5518,1.3970602189617621e-08
5517,1.3970602189617621e-08
5516,1.3970602189617621e-08
5515,1.3970602189617621e-08
5514,1.3970602189617621e-08
5513,1.3970602189617621e-08
5512,1.3970602189617621e-08
5511,1.3970602189617621e-08
5509,1.3970602189617621e-08
5498,1.3970602189617621e-08
5508,1.3970602189617621e-08
5505,1.3970602189617621e-08
5504,1.3970602189617621e-08
5503,1.3970602189617621e-08
5502,1.3970602189617621e-08
5501,1.3970602189617621e-08
5500,1.3970602189617621e-08
5499,1.3970602189617621e-08
5471,1.3970602189617621e-08
5470,1.3970602189617621e-08
5469,1.3970602189617621e-08
5433,1.3970602189617621e-08
5443,1.3970602189617621e-08
5442,1.3970602189617621e-08
5441,1.3970602189617621e-08
5440,1.3970602189617621e-08
5437,1.3970602189617621e-08
5436,1.3970602189617621e-08
5435,1.3970602189617621e-08
5434,1.3970602189617621e-08
5432,1.3970602189617621e-08
5445,1.3970602189617621e-08
5431,1.3970602189617621e-08
5430,1.3970602189617621e-08
5429,1.3970602189617621e-08
5428,1.3970602189617621e-08
5427,1.3970602189617621e-08
5426,1.3970602189617621e-08
5425,1.3970602189617621e-08
5424,1.3970602189617621e-08
5444,1.3970602189617621e-08
5446,1.3970602189617621e-08
5468,1.3970602189617621e-08
5457,1.3970602189617621e-08
5467,1.3970602189617621e-08
5466,1.3970602189617621e-08
5465,1.3970602189617621e-08
5463,1.3970602189617621e-08
5462,1.3970602189617621e-08
5461,1.3970602189617621e-08
5460,1.3970602189617621e-08
5459,1.3970602189617621e-08
5456,1.3970602189617621e-08
5447,1.3970602189617621e-08
5455,1.3970602189617621e-08
5454,1.3970602189617621e-08
5453,1.3970602189617621e-08
5452,1.3970602189617621e-08
5451,1.3970602189617621e-08
5450,1.3970602189617621e-08
5449,1.3970602189617621e-08
5448,1.3970602189617621e-08
5519,1.3970602189617621e-08
5523,1.3970602189617621e-08
5421,1.3970602189617621e-08
5524,1.3970602189617621e-08
5589,1.3970602189617621e-08
5588,1.3970602189617621e-08
5587,1.3970602189617621e-08
5586,1.3970602189617621e-08
5585,1.3970602189617621e-08
5584,1.3970602189617621e-08
5583,1.3970602189617621e-08
5582,1.3970602189617621e-08
5581,1.3970602189617621e-08
5580,1.3970602189617621e-08
5579,1.3970602189617621e-08
5578,1.3970602189617621e-08
5577,1.3970602189617621e-08
5576,1.3970602189617621e-08
5575,1.3970602189617621e-08
5574,1.3970602189617621e-08
5573,1.3970602189617621e-08
5572,1.3970602189617621e-08
5571,1.3970602189617621e-08
5591,1.3970602189617621e-08
5592,1.3970602189617621e-08
5593,1.3970602189617621e-08
5605,1.3970602189617621e-08
5615,1.3970602189617621e-08
5614,1.3970602189617621e-08
5613,1.3970602189617621e-08
5611,1.3970602189617621e-08
5610,1.3970602189617621e-08
5609,1.3970602189617621e-08
5608,1.3970602189617621e-08
5607,1.3970602189617621e-08
5604,1.3970602189617621e-08
5594,1.3970602189617621e-08
5603,1.3970602189617621e-08
5601,1.3970602189617621e-08
5600,1.3970602189617621e-08
5599,1.3970602189617621e-08
5598,1.3970602189617621e-08
